doi_link,title,abstract,keywords,CCS concepts,author_names,affiliations,affiliated_countries
https://doi.org/10.1145/3593013.3594118,Fairness Auditing in Urban Decisions Using LP-Based Data Combination,"Auditing for fairness often requires relying on a secondary source, e.g., Census data, to inform about protected attributes. To avoid making assumptions about an overarching model that ties such information to the primary data source, a recent line of work has suggested finding the entire range of possible fairness valuations consistent with both sources. Though attractive, the current form of this methodology relies on rigid analytical expressions and lacks the ability to handle continuous decisions, e.g., metrics of urban services. We show that, in such settings, directly adapting these expressions can lead to loose and even vacuous results, particularly on just how fair the audited decisions may be. If used, the audit would be perceived more optimistically than it ought to be. We propose a linear programming formulation to handle continuous decisions, by finding the empirical fairness range when statistical parity is measured through the Kolmogorov-Smirnov distance. The size of this problem is linear in the number of data points and efficiently solvable. We analyze this approach and give finite-sample guarantees to the resulting fairness valuation. We then apply it to synthetic data and to 311 Chicago City Services data, and demonstrate its ability to reveal small but detectable bounds on fairness.","['data combination', 'fairness auditing', 'urban data', 'disparate impact', 'proxy variables', 'linear programming']","['Accountability', 'Auditing', 'Economics', 'Explainability', 'Mechanism Design', 'Social Choice']","['Jingyi Yang', 'Joel Miller', 'Mesrob Ohannessian']","['Electrical and Computer Engineering, University of Illinois Chicago', 'Computer Science, University of Illinois Chicago', 'Electrical and Computer Engineering, University of Illinois Chicago']","['USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594010,Rethinking Transparency as a Communicative Constellation,"In this paper we make the case for an expanded understanding of transparency. Within the now extensive FAccT literature, transparency has largely been understood in terms of explainability. While this approach has proven helpful in many contexts, it falls short of addressing some of the more fundamental issues in the development and application of machine learning, such as the epistemic limitations of predictions and the political nature of the selection of fairness criteria. In order to render machine learning systems more democratic, we argue, a broader understanding of transparency is needed. We therefore propose to view transparency as a communicative constellation that is a precondition for meaningful democratic deliberation. We discuss four perspective expansions implied by this approach and present a case study illustrating the interplay of heterogeneous actors involved in producing this constellation. Drawing from our conceptualization of transparency, we sketch implications for actor groups in different sectors of society.","['transparency', 'explainability', 'science communication', 'deliberation', 'prediction']","['Computing methodologies _ Machine learning', 'Applied computing _ Law, social and behavioral sciences', 'Computing methodologies _ Philosophical/theoretical foundations of artificial intelligence']","['Florian Eyert', 'Paola Lopez']","['WZB Berlin Social Science Center, Germany and Weizenbaum Institute', 'University of Vienna, Austria and Weizenbaum Institute']","['Germany', 'Germany']"
https://doi.org/10.1145/3593013.3593991,Algorithmic Transparency from the South: Examining the State of Algorithmic Transparency in Chile's Public Administration Algorithms,"This paper presents the results and conclusions of the study on algorithmic transparency in public Administration and the use of automated decision systems within the State of Chile, carried out by the Public Innovation Laboratory of the Universidad Adolfo Ibáñez in alliance with the Chilean Transparency Council. In the first part we delimit the concept of algorithmic transparency, and the different considerations that can derive from this concept. We detail the information gathering procedure carried out on the use of automated decision systems in the public administration and evaluate its status according to a defined transparency framework. It then examines the state of administrative regulation and access to public information in Chile and how algorithmic transparency could be included within the current legal norms in Chile. The results of this study show that there is a use of automated decision systems in critical operations in the Chilean public Administration and that the current legal framework enables the implementation of an algorithmic transparency standard for the public administration, in a flexible, scaled way and with criteria that allow citizens to evaluate their interaction with these systems. Building on the results of this research, in 2022 the Transparency Council piloted a draft algorithmic transparency standard with seven algorithms from four public agencies. A public consultation and the publication of the final standard is expected in 2023.","['Computers and Society', 'Public Policy issues', 'decision-support', 'public Administration', 'Computing in government', 'Algorithmic Transparency', 'Public Administration', 'Chile']",[],"['José Pablo Lapostol Piderit', 'Romina Garrido Iglesias', 'María Paz Hermosilla Cornejo']","['Universidad Adolfo Ibañez', 'Universidad Adolfo Ibañez', 'Universidad Adolfo Ibañez']","['Chile', 'Chile', 'Chile']"
https://doi.org/10.1145/3593013.3594064,Co-Design Perspectives on Algorithm Transparency Reporting: Guidelines and Prototypes,"Recommendation algorithms by and large determine what people see on social media. Users know little about how these algorithms work or what information they use to make their recommendations. But what exactly should platforms share with users about recommendation algorithms that would be meaningful to them? Research has looked into frameworks for explainability of algorithms as well as design features across social media platforms that can contribute to their transparency and accountability. We build on these prior efforts to explore what a recommendation algorithm transparency report may include and how it should present information to users. Through a human-centered co-design research process we result in: (1) A set of guidelines for recommendation algorithm transparency reports; (2) initial suggestions, in the form of prototypes, for more engaging and interactive forms of transparency; (3) an evaluation of these prototypes’ strengths and weaknesses, and areas of exploration for future work.",[],"['Human-centered computing _ HCI design and evaluation methods', 'User studies', 'Human-centered computing _ User centered design', 'Human-centered computing _ Participatory design', 'Human-centered computing _ Interface design prototyping']",['Michal Luria'],['Center for Democracy & Technology'],['USA']
https://doi.org/10.1145/3593013.3594093,Co-Designing for Transparency: Lessons from Building a Document Organization Tool in the Criminal Justice Domain,"Investigative journalists and public defenders conduct the essential work of examining, reporting, and arguing critical cases around police use-of-force and misconduct. In an ideal world, they would have access to well-organized records they can easily navigate and search. In reality, records can come as large, disorganized data dumps, increasing the burden on the already resource-constrained teams. In a cross-disciplinary research team of stakeholders and computer scientists, we worked closely with public defenders and investigative journalists in the United States to co-design an AI-augmented tool that addresses challenges in working with such data dumps. Our Document Organization Tool (DOT) is a Python library that has data cleaning, extraction, and organization features. Our collaborative design process gave us insights into the needs of under-resourced teams who work with large data dumps, such as how some domain experts became self-taught programmers to automate their tasks. To understand what type of programming paradigm could support our target users, we conducted a user study (n=18) comparing visual, programming-by-example, and traditional text-based programming tools. From our user study, we found that once users passed the initial learning stage, they could comfortably use all three paradigms. Our work offers insights for designers working with under-resourced teams who want to consolidate cutting-edge algorithms and AI techniques into unified, expressive tools. We argue user-centered tool design can contribute to the broader fight for accountability and transparency by supporting existing practitioners in their work in domains like criminal justice.","['Co-Design', 'Document Organization', 'User-Centered Design', 'Collaborative Design']","['Human-centered computing _ Interaction paradigms', 'Human-centered computing _ User studies', 'Computing methodologies _ Artificial intelligence', 'Computing methodologies _ Machine learning']","['Hellina Hailu Nigatu', 'Lisa Pickoff-White', 'John Canny', 'Sarah Chasins']","['EECS, UC Berkeley', 'KQED', 'EECS, UC Berkeley', 'EECS, UC Berkeley']","['USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594003,Simplicity Bias Leads to Amplified Performance Disparities,"Which parts of a dataset will a given model find difficult? Recent work has shown that SGD-trained models have a bias towards simplicity, leading them to prioritize learning a majority class, or to rely upon harmful spurious correlations. Here, we show that the preference for ‘easy’ runs far deeper: A model may prioritize any class or group of the dataset that it finds simple—at the expense of what it finds complex—as measured by performance difference on the test set. When subsets with different levels of complexity align with demographic groups, we term this difficulty disparity, a phenomenon that occurs even with balanced datasets that lack group/label associations. We show how difficulty disparity is a model-dependent quantity, and is further amplified in commonly-used models as selected by typical average performance scores. We quantify an amplification factor across a range of settings in order to compare disparity of different models on a fixed dataset. Finally, we present two real-world examples of difficulty amplification in action, resulting in worse-than-expected performance disparities between groups even when using a balanced dataset. The existence of such disparities in balanced datasets demonstrates that merely balancing sample sizes of groups is not sufficient to ensure unbiased performance. We hope this work presents a step towards measurable understanding of the role of model bias as it interacts with the structure of data, and call for additional model-dependent mitigation methods to be deployed alongside dataset audits.","['neural networks', 'simplicity bias', 'performance disparities', 'fairness']","['Computing methodologies _ Machine learning', 'Computing methodologies _ Neural networks', 'Computing methodologies _ Computer vision', 'Social and professional topics _ Socio-technical systems', 'General and reference _ Empirical studies', 'General and reference _ Evaluation']","['Samuel James Bell', 'Levent Sagun']","['FAIR, Meta AI', 'FAIR, Meta AI']","['France', 'France']"
https://doi.org/10.1145/3593013.3594094,Examining Risks of Racial Biases in NLP Tools for Child Protective Services,"Although much literature has established the presence of demographic bias in natural language processing (NLP) models, most work relies on curated bias metrics that may not be reflective of real-world applications. At the same time, practitioners are increasingly using algorithmic tools in high-stakes settings, with particular recent interest in NLP. In this work, we focus on one such setting: child protective services (CPS). CPS workers often write copious free-form text notes about families they are working with, and CPS agencies are actively seeking to deploy NLP models to leverage these data. Given well-established racial bias in this setting, we investigate possible ways deployed NLP is liable to increase racial disparities. We specifically examine word statistics within notes and algorithmic fairness in risk prediction, coreference resolution, and named entity recognition (NER). We document consistent algorithmic unfairness in NER models, possible algorithmic unfairness in coreference resolution models, and little evidence of exacerbated racial bias in risk prediction. While there is existing pronounced criticism of risk prediction, our results expose previously undocumented risks of racial bias in realistic information extraction systems, highlighting potential concerns in deploying them, even though they may appear more benign. Our work serves as a rare realistic examination of NLP algorithmic fairness in a potential deployed setting and a timely investigation of a specific risk associated with deploying NLP in CPS settings.","['NLP', 'bias', 'race', 'child protection system', 'CPS', 'text processing']",[],"['Anjalie Field', 'Amanda Coston', 'Nupoor Gandhi', 'Alexandra Chouldechova', 'Emily Putnam-Hornstein', 'David Steier', 'Yulia Tsvetkov']","['Computer Science Department, Johns Hopkins University, USA and Language Technologies Institute, Carnegie Mellon University', 'Heinz College of Information Systems and Public Policy and Machine Learning Department, Carnegie Mellon University', 'Heinz College of Information Systems and Public Policy and Machine Learning Department, Carnegie Mellon University', 'Microsoft Research NYC, USA and Heinz College of Information Systems and Public Policy, Carnegie Mellon University', 'School of Social Work, University of North Carolina at Chapel Hill', 'Heinz College of Information Systems and Public Policy, Carnegie Mellon University', 'Paul G. Allen School of Computer Science & Engineering, University of Washington']","['USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594083,An Empirical Analysis of Racial Categories in the Algorithmic Fairness Literature,"Recent work in algorithmic fairness has highlighted the challenge of defining racial categories for the purposes of anti-discrimination. These challenges are not new but have previously fallen to the state, which enacts race through government statistics, policies, and evidentiary standards in anti-discrimination law. Drawing on the history of state race-making, we examine how longstanding questions about the nature of race and discrimination appear within the algorithmic fairness literature. Through a content analysis of 60 papers published at FAccT between 2018 and 2020, we analyze how race is conceptualized and formalized in algorithmic fairness frameworks. We note that differing notions of race are adopted inconsistently, at times even within a single analysis. We also explore the institutional influences and values associated with these choices. While we find that categories used in algorithmic fairness work often echo legal frameworks, we demonstrate that values from academic computer science play an equally important role in the construction of racial categories. Finally, we examine the reasoning behind different operationalizations of race, finding that few papers explicitly describe their choices and even fewer justify them. We argue that the construction of racial categories is a value-laden process with significant social and political consequences for the project of algorithmic fairness. The widespread lack of justification around the operationalization of race reflects institutional norms that allow these political decisions to remain obscured within the backstage of knowledge production.","['racial categories', 'algorithmic fairness', 'state race-making']",[],"['Amina A. Abdu', 'Irene V. Pasquetto', 'Abigail Z. Jacobs']","['University of Michigan', 'University of Michigan', 'University of Michigan']","['USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594047,Datafication Genealogies beyond Algorithmic Fairness: Making Up Racialised Subjects,"A growing scholarship has discussed how datafication is grounded on algorithmic discrimination. However, these debates only marginally address how racialised classification or race categories are enforced through quantification and neglect its political and historical conceptualisation. In this work, we argue that literature partially fails to show that datafication reinforces racial profiling beyond the creation of racial categories as features. This article casts a new light on datafication by retracing its genealogy focusing on identification procedures in the colony and at the border. Such a genealogy foregrounds how datafication enforces racialised profiles by showing that it is part of a longer historical trajectory of modes of racialising individuals beyond algorithms and racial categories. Building on archival material, it develops this argument through two case studies. First, it focuses on the study of datafication of colonised bodies through biometrics by Francis Galton during the 19th-century. Second, it takes into account police identification procedures about unauthorised migrants, enforced by the French police at the Italian border in the 20th-century. These two cases show that although race categories as variables have been historically used to translate individuals into data, datafication processes as such also produce racialised profiles. A genealogical approach highlights continuities as well as quantitative and qualitative shifts between analogue and digital datafication. The article concludes arguing that datafication mechanisms have historically enforced legal and political measures by states in the name of science and objectivity and debates around algorithmic fairness should bring this key aspect back to the core of their critiques.","['datafication', 'genealogies', 'racialised subjects', 'classification', 'borders']","['Social and professional topics _ History of computing', 'Applied computing _ Sociology']","['Ana Valdivia', 'Martina Tazzioli']","['Oxford Internet Institute, University of Oxford', 'Politics and International Relations, Goldsmiths, University of London']","['United Kingdom', 'United Kingdom']"
https://doi.org/10.1145/3593013.3594096,"What's Fair Is… Fair? Presenting JustEFAB, an Ethical Framework for Operationalizing Medical Ethics and Social Justice in the Integration of Clinical Machine Learning: JustEFAB","The problem of algorithmic bias represents an ethical threat to the fair treatment of patients when their care involves machine learning (ML) models informing clinical decision-making. The design, development, testing, and integration of ML models therefore require a lifecycle approach to bias identification and mitigation efforts. Presently, most work focuses on the ML tool alone, neglecting the larger sociotechnical context in which these models operate. Moreover, the narrow focus on technical definitions of fairness must be integrated within the larger context of medical ethics in order to facilitate equitable care with ML. Drawing from principles of medical ethics, research ethics, feminist philosophy of science, and justice-based theories, we describe the Justice, Equity, Fairness, and Anti-Bias (JustEFAB) guideline intended to support the design, testing, validation, and clinical evaluation of ML models with respect to algorithmic fairness. This paper describes JustEFAB's development and vetting through multiple advisory groups and the lifecycle approach to addressing fairness in clinical ML tools. We present an ethical decision-making framework to support design and development, adjudication between ethical values as design choices, silent trial evaluation, and prospective clinical evaluation guided by medical ethics and social justice principles. We provide some preliminary considerations for oversight and safety to support ongoing attention to fairness issues. We envision this guideline as useful to many stakeholders, including ML developers, healthcare decision-makers, research ethics committees, regulators, and other parties who have interest in the fair and judicious use of clinical ML tools.","['Social and professional topics', 'Computing/technology policy', 'Medical information policy', 'Medical technologies', 'algorithmic bias', 'fairness', 'clinical machine learning', 'ethics', 'organizational ethics', 'justice', 'accountability', 'healthcare', 'health policy', 'safe deployment']",[],"['Melissa Mccradden', 'Oluwadara Odusi', 'Shalmali Joshi', 'Ismail Akrout', 'Kagiso Ndlovu', 'Ben Glocker', 'Gabriel Maicas', 'Xiaoxuan Liu', 'Mjaye Mazwi', 'Tee Garnett', 'Lauren Oakden-Rayner', 'Myrtede Alfred', 'Irvine Sihlahla', 'Oswa Shafei', 'Anna Goldenberg']","['The Hospital for Sick Children', 'The University of Sheffield Medical School', 'Columbia University', 'The Hospital for Sick Children', 'University of Botswana', 'Imperial College London', 'Australian Institute for Machine Learning', 'University of Birmingham', 'The Hospital for Sick Children', 'The Hospital for Sick Children', 'Australian Institute for Machine Learning', 'University of Toronto', 'University of Cape Town', 'The Hospital for Sick Children', 'The Hospital for Sick Children']","['Canada', 'United Kingdom', 'USA', 'Canada', 'Botswana', 'United Kingdom', 'Australia', 'United Kingdom', 'Canada', 'Canada', 'Australia', 'Canada', 'South Africa', 'Canada', 'Canada']"
https://doi.org/10.1145/3593013.3594035,On the Site of Predictive Justice,"Optimism about our ability to enhance societal decision-making by leaning on Machine Learning (ML) for cheap, accurate predictions has palled in recent years, as these ‘cheap’ predictions have come at significant social cost, contributing to systematic harms suffered by already disadvantaged populations. But what precisely goes wrong when ML goes wrong? We argue that, as well as more obvious concerns about the downstream effects of ML-based decision-making, there can be moral grounds for the criticism of these predictions themselves. We introduce and defend a theory of predictive justice, according to which differential model performance for systematically disadvantaged groups can be grounds for moral criticism of the model, independently of its downstream effects. As well as helping resolve some urgent disputes around algorithmic fairness, this theory points the way to a novel dimension of epistemic ethics, related to the recently discussed category of doxastic wrong. The full version of this paper is available at http://mintresearch.org/pj.","['Philosophy', 'Algorithmic fairness', 'Predictive justice', 'Justice', 'Epistemic ethics']","['Computing methodologies _ Machine learning', 'Applied computing _ Law, social and behavioral sciences']","['Seth Lazar', 'Jake Stone']","['Australian National University', 'Australian National University']","['Australia', 'Australia']"
https://doi.org/10.1145/3593013.3594091,Group Fairness without Demographics Using Social Networks,"Group fairness is a popular approach to prevent unfavorable treatment of individuals based on sensitive attributes such as race, gender, and disability. However, the reliance of group fairness on access to discrete group information raises several limitations and concerns, especially with regard to privacy, intersectionality, and unforeseen biases. In this work, we propose a “group-free"" measure of fairness that does not rely on sensitive attributes and, instead, is based on homophily in social networks, i.e., the common property that individuals sharing similar attributes are more likely to be connected. Our measure is group-free as it avoids recovering any form of group memberships and uses only pairwise similarities between individuals to define inequality in outcomes relative to the homophily structure in the network. We theoretically justify our measure by showing it is commensurate with the notion of additive decomposability in the economic inequality literature and also bound the impact of non-sensitive confounding attributes. Furthermore, we apply our measure to develop fair algorithms for classification, maximizing information access, and recommender systems. Our experimental results show that the proposed approach can reduce inequality among protected classes without knowledge of sensitive attribute labels. We conclude with a discussion of the limitations of our approach when applied in real-world settings.","['group fairness', 'social networks', 'homophily']","['Computing methodologies _ Artificial intelligence', 'Theory of computation _ Social networks']","['David Liu', 'Virginie Do', 'Nicolas Usunier', 'Maximilian Nickel']","['Northeastern University', 'FAIR, Meta AI, France and LAMSADE, PSL, Université Paris Dauphine', 'FAIR, Meta AI', 'FAIR, Meta AI']","['USA', 'France', 'France', 'USA']"
https://doi.org/10.1145/3593013.3594115,Discrimination through Image Selection by Job Advertisers on Facebook,"Targeted advertising platforms are widely used by job advertisers to reach potential employees; thus issues of discrimination due to targeting that have surfaced have received widespread attention. Advertisers could misuse targeting tools to exclude people based on gender, race, location and other protected attributes from seeing their job ads. In response to legal actions, Facebook disabled the ability for explicit targeting based on many attributes for some ad categories, including employment. Although this is a step in the right direction, prior work has shown that discrimination can take place not just due to the explicit targeting tools of the platforms, but also due to the impact of the biased ad delivery algorithm. Thus, one must look at the potential for discrimination more broadly, and not merely through the lens of the explicit targeting tools.  In this work, we propose and investigate the prevalence of a new means for discrimination in job advertising, that combines both targeting and delivery – through the disproportionate representation or exclusion of people of certain demographics in job ad images. We use the Facebook Ad Library to demonstrate the prevalence of this practice through: (1) evidence of advertisers running many campaigns using ad images of people of only one perceived gender, (2) systematic analysis for gender representation in all current ad campaigns for truck drivers and nurses, (3) longitudinal analysis of ad campaign image use by gender and race for select advertisers. After establishing that the discrimination resulting from a selective choice of people in job ad images, combined with algorithmic amplification of skews by the ad delivery algorithm, is of immediate concern, we discuss approaches and challenges for addressing it.",[],"['Social and professional topics _ Technology audits', 'Social and professional topics _ Employment issues', 'Human-centered computing _ Social media', 'Social and professional topics _ Socio-technical systems', 'Social and professional topics _ Race and ethnicity', 'Social and professional topics _ Gender', 'Information systems _ Online advertising', 'Information systems _ Display advertising']","['Varun Nagaraj Rao', 'Aleksandra Korolova']","['Princeton University', 'Princeton University']","['USA', 'USA']"
https://doi.org/10.1145/3593013.3594080,Diverse Perspectives Can Mitigate Political Bias in Crowdsourced Content Moderation,"In recent years, social media companies have grappled with defining and enforcing content moderation policies surrounding political content on their platforms, due in part to concerns about political bias, disinformation, and polarization. These policies have taken many forms, including disallowing political advertising, limiting the reach of political topics, fact-checking political claims, and enabling users to hide political content altogether. However, implementing these policies requires human judgement to label political content, and it is unclear how well human labelers perform at this task, or whether biases affect this process. Therefore, in this study we experimentally evaluate the feasibility and practicality of using crowd workers to identify political content, and we uncover biases that make it difficult to identify this content. Our results problematize crowds composed of seemingly interchangeable workers, and provide preliminary evidence that aggregating judgements from heterogeneous workers may help mitigate political biases. In light of these findings, we identify strategies to achieving fairer labeling outcomes, while also better supporting crowd workers at this task and potentially mitigating biases.",[],[],"['Jacob Thebault-Spieker', 'Sukrit Venkatagiri', 'Naomi Mine', 'Kurt Luther']","['Information School, University of Wisconsin - Madison', 'Center for an Informed Public, University of Washington', 'University of Wisconsin - Madison', 'Virginia Tech']","['USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594039,Add-Remove-or-Relabel: Practitioner-Friendly Bias Mitigation via Influential Fairness,"Commensurate with the rise in algorithmic bias research, myriad algorithmic bias mitigation strategies have been proposed in the literature. Nonetheless, many voice concerns about the lack of transparency that accompanies mitigation methods and the paucity of mitigation methods that satisfy protocol and data limitations of practitioners. Influence functions from robust statistics provide a novel opportunity to overcome both issues. Previous work demonstrates the power of influence functions to improve fairness outcomes. This work proposes a novel family of fairness solutions, coined influential fairness (IF), that is human-understandable and also agnostic to the underlying machine learning model and choice of fairness metric. We conduct an investigation of practitioner profiles and design mitigation methods for practitioners whose limitations discourage them from utilizing existing bias mitigation methods.","['machine learning', 'fairness', 'ethics', 'bias mitigation']",[],"['Brianna Richardson', 'Prasanna Sattigeri', 'Dennis Wei', 'Karthikeyan Natesan Ramamurthy', 'Kush Varshney', 'Amit Dhurandhar', 'Juan E. Gilbert']","['University of Florida', 'IBM', 'IBM', 'IBM', 'IBM', 'IBM', 'University of Florida']","['USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594014,Algorithms as Social-Ecological-Technological Systems: An Environmental Justice Lens on Algorithmic Audits,"This paper reframes algorithmic systems as intimately connected to and part of social and ecological systems, and proposes a first-of-its-kind methodology for environmental justice-oriented algorithmic audits. How do we consider environmental and climate justice dimensions of the way algorithmic systems are designed, developed, and deployed? These impacts are inherently emergent and can only be understood and addressed at the level of relations between an algorithmic system and the social (including institutional) and ecological components of the broader ecosystem it operates in. As a result, we claim that in absence of an integral ontology for algorithmic systems, we cannot do justice to the emergent nature of broader environmental impacts of algorithmic systems and their underlying computational infrastructure. Furthermore, an integral lens provides many lessons from the history of environmental justice that are of relevance in current day struggles for algorithmic justice. We propose to define algorithmic systems as ontologically indistinct from Social-Ecological-Technological Systems (SETS), framing emergent implications as couplings between social, ecological, and technical components of the broader fabric in which algorithms are integrated and operate. We draw upon prior work on SETS analysis as well as emerging themes in the literature and practices of Environmental Justice (EJ) to conceptualize and assess algorithmic impact. We then offer three policy recommendations to help establish a SETS-based EJ approach to algorithmic audits: (1) broaden the inputs and open-up the outputs of an audit, (2) enable meaningful access to redress, and (3) guarantee a place-based and relational approach to the process of evaluating impact. We operationalize these as a qualitative framework of questions for a spectrum of stakeholders. Doing so, this article aims to inspire stronger and more frequent interactions across policymakers, researchers, practitioners, civil society, and grassroots communities. https://arxiv.org/abs/2305.05733.",[],"['Social and professional topics _ Computing / technology policy', 'Social and professional topics _ Technology audits', 'Software and its engineering _ Software development process management']","['Bogdana Rakova', 'Roel Dobbe']","['Mozilla Foundation', 'Delft University of Technology']","['USA', 'Netherlands']"
https://doi.org/10.1145/3593013.3594109,Bias Against 93 Stigmatized Groups in Masked Language Models and Downstream Sentiment Classification Tasks,"Warning: The content of this paper may be upsetting or triggering. The rapid deployment of artificial intelligence (AI) models de- demands a thorough investigation of biases and risks inherent in these models to understand their impact on individuals and society. A growing body of work has shown that social biases are encoded in language models and their downstream tasks. This study extends the focus of bias evaluation in extant work by examining bias against social stigmas on a large scale. It focuses on 93 stigmatized groups in the United States, including a wide range of conditions related to disease, disability, drug use, mental illness, religion, sexuality, socioeconomic status, and other relevant factors. We investigate bias against these groups in English pre-trained Masked Language Models (MLMs) and their downstream sentiment classification tasks. To evaluate the presence of bias against 93 stigmatized conditions, we identify 29 non-stigmatized conditions to conduct a comparative analysis. Building upon a psychology scale of social rejection, the Social Distance Scale, we prompt six MLMs that are trained with different datasets: RoBERTa-base, RoBERTa-large, XLNet-large, BERTweet-base, BERTweet-large, and DistilBERT. We use human annotations to analyze the predicted words from these models, with which we measure the extent of bias against stigmatized groups. When prompts include stigmatized conditions, the probability of MLMs predicting negative words is, on average, 20 percent higher than when prompts have non-stigmatized conditions. Bias against stigmatized groups is also reflected in four downstream sentiment classifiers of these models. When sentences include stigmatized conditions related to diseases, disability, education, and mental illness, they are more likely to be classified as negative. For example, the sentence ""They are people who have less than a high school education."" is classified as negative consistently across all models. We also observe a strong correlation between bias in MLMs and their downstream sentiment classifiers (Pearson’s r =0.79). The evidence indicates that MLMs and their downstream sentiment classification tasks exhibit biases against socially stigmatized groups.","['AI ethics', 'AI bias', 'stigma in language models', 'language models', 'representation learning', 'sentiment classification', 'prompting']",['Computing methodologies _ Natural language processing'],"['Katelyn Mei', 'Sonia Fereidooni', 'Aylin Caliskan']","['Information School, University of Washington', 'University of Washington', 'Information School, University of Washington']","['USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594072,Contrastive Language-Vision AI Models Pretrained on Web-Scraped Multimodal Data Exhibit Sexual Objectification Bias,"Warning: The content of this paper may be upsetting or triggering. Nine language-vision AI models trained on web scrapes with the Contrastive Language-Image Pretraining (CLIP) objective are evaluated for evidence of a bias studied by psychologists: the sexual objectification of girls and women, which occurs when a person’s human characteristics, such as emotions, are disregarded and the person is treated as a body or a collection of body parts. We replicate three experiments in the psychology literature quantifying sexual objectification and show that the phenomena persist in trained AI models. A first experiment uses standardized images of women from the Sexual OBjectification and EMotion Database, and finds that human characteristics are disassociated from images of objectified women: the model’s recognition of emotional state is mediated by whether the subject is fully or partially clothed. Embedding association tests (EATs) return significant effect sizes for both anger (d > 0.80) and sadness (d > 0.50), associating images of fully clothed subjects with emotions. GRAD-CAM saliency maps highlight that CLIP gets distracted from emotional expressions in objectified images where subjects are partially clothed. A second experiment measures the effect in a representative application: an automatic image captioner (Antarctic Captions) includes words denoting emotion less than 50% as often for images of partially clothed women than for images of fully clothed women. A third experiment finds that images of female professionals (scientists, doctors, executives) are likely to be associated with sexual descriptions relative to images of male professionals. A fourth experiment shows that a prompt of ""a [age] year old girl"" generates sexualized images (as determined by an NSFW classifier) up to 73% of the time for VQGAN-CLIP (age 17), and up to 42% of the time for Stable Diffusion (ages 14 and 18); the corresponding rate for boys never surpasses 9%. The evidence indicates that language-vision AI models trained on automatically collected web scrapes learn biases of sexual objectification, which propagate to downstream applications.","['language-vision AI', 'generative AI', 'text-to-image generators', 'representation learning', 'AI bias', 'gender bias', 'sexualization', 'AI bias propagation', 'AI bias in applications']","['Computing methodologies _ Artificial intelligence', 'Computing methodologies _ Learning paradigms', 'Computing methodologies _ Learning latent representations']","['Robert Wolfe', 'Yiwei Yang', 'Bill Howe', 'Aylin Caliskan']","['Information School, University of Washington', 'Information School, University of Washington', 'Information School, University of Washington', 'Information School, University of Washington']","['USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594004,On the Independence of Association Bias and Empirical Fairness in Language Models,"The societal impact of pre-trained language models has prompted researchers to probe them for strong associations between protected attributes and value-loaded terms, from slur to prestigious job titles. Such work is said to probe models for bias or fairness—or such probes ‘into representational biases’ are said to be ‘motivated by fairness’—suggesting an intimate connection between bias and fairness. We provide conceptual clarity by distinguishing between association biases [11] and empirical fairness [56] and show the two can be independent. Our main contribution, however, is showing why this should not come as a surprise. To this end, we first provide a thought experiment, showing how association bias and empirical fairness can be completely orthogonal. Next, we provide empirical evidence that there is no correlation between bias metrics and fairness metrics across the most widely used language models. Finally, we survey the sociological and psychological literature and show how this literature provides ample support for expecting these metrics to be uncorrelated.","['Representational Bias', 'Fairness', 'Natural Language Processing']",['Computing methodologies _ Natural language processing'],"['Laura Cabello', 'Anna Katrine Jørgensen', 'Anders Søgaard']","['University of Copenhagen', 'University of Copenhagen', 'University of Copenhagen']","['Denmark', 'Denmark', 'Denmark']"
